Provider,total_claims,num_inpatient_claims,num_outpatient_claims,total_claim_amount,avg_claim_amount,max_claim_amount,std_claim_amount,unique_patients,unique_physicians,avg_claim_duration,avg_patient_age,avg_num_diagnosis_codes,avg_num_procedure_codes,total_deductible_paid,claims_per_patient,claims_per_physician,inpatient_ratio,PotentialFraud
PRV51563,19,0,19,4280,225.26315789473685,1400,350.180404633774,19,13,0.3684210526315789,76.0,3.736842105263158,0.0,0.0,1.0,1.4615384615384615,0.0,0
PRV51564,24,0,24,9100,379.1666666666667,3300,708.3288149898517,24,14,1.6666666666666667,70.66666666666667,2.5833333333333335,0.0,70.0,1.0,1.7142857142857142,0.0,0
PRV51566,26,15,11,90030,3462.6923076923076,19000,4435.423368917387,25,18,3.6923076923076925,72.42307692307692,6.1923076923076925,0.4230769230769231,16020.0,1.04,1.4444444444444444,0.5769230769230769,0
PRV51567,1632,0,1632,465400,285.171568627451,11040,690.4775588866362,827,1,1.2628676470588236,73.38296568627452,2.5410539215686274,0.0,4620.0,1.973397823458283,1632.0,0.0,1
PRV51568,58,9,49,105010,1810.5172413793102,15000,3824.7974020023835,57,44,2.8793103448275863,76.10344827586206,3.3793103448275863,0.1724137931034483,9612.0,1.0175438596491229,1.3181818181818181,0.15517241379310345,0
PRV51569,5,0,5,1500,300.0,1200,509.46049895943844,5,4,0.2,76.8,5.2,0.0,0.0,1.0,1.25,0.0,0
PRV51570,1,0,1,0,0.0,0,0.0,1,1,0.0,70.0,5.0,0.0,0.0,1.0,1.0,0.0,0
PRV51571,22,0,22,4640,210.9090909090909,1700,366.7607120636287,22,2,0.0,72.18181818181819,2.227272727272727,0.0,0.0,1.0,11.0,0.0,0
PRV51572,4,1,3,5710,1427.5,5000,2395.765361354627,4,3,1.75,75.25,4.0,0.25,1068.0,1.0,1.3333333333333333,0.25,0
PRV51573,92,5,87,66730,725.3260869565217,12000,1947.9205317448939,76,11,1.7717391304347827,72.70652173913044,2.717391304347826,0.05434782608695652,5380.0,1.2105263157894737,8.363636363636363,0.05434782608695652,0
PRV51574,4444,0,4444,1281810,288.4360936093609,14200,691.1738720255757,1715,8,1.4228172817281728,73.502700270027,2.647164716471647,0.000225022502250225,12290.0,2.5912536443148686,555.5,0.0,1
PRV51576,65,5,60,97780,1504.3076923076924,35000,4982.74082748101,65,31,2.4307692307692306,74.36923076923077,3.4461538461538463,0.06153846153846154,5770.0,1.0,2.096774193548387,0.07692307692307693,0
PRV51577,1,0,1,2100,2100.0,2100,0.0,1,1,20.0,63.0,2.0,0.0,0.0,1.0,1.0,0.0,0
PRV51578,1500,122,1378,1662920,1108.6133333333332,57000,3930.225743315242,1280,231,1.8006666666666666,73.11533333333334,3.0353333333333334,0.050666666666666665,131150.0,1.171875,6.4935064935064934,0.08133333333333333,1
PRV51579,72,18,54,247680,3440.0,57000,9200.342767650212,66,34,2.7222222222222223,76.26388888888889,3.4722222222222223,0.2222222222222222,19494.0,1.0909090909090908,2.1176470588235294,0.25,0
PRV51580,3,0,3,1710,570.0,900,487.54486972995625,3,2,0.0,74.33333333333333,4.0,0.0,0.0,1.0,1.5,0.0,0
PRV51582,4,1,3,14370,3592.5,12000,5705.829621244106,4,4,6.5,78.0,3.5,0.0,1068.0,1.0,1.0,0.25,0
PRV51583,47,2,45,32430,690.0,15000,2258.2342082101304,46,10,1.5957446808510638,73.91489361702128,2.723404255319149,0.0,2226.0,1.0217391304347827,4.7,0.0425531914893617,0
PRV51584,82,13,69,171930,2096.7073170731705,57000,7311.595569034913,78,36,2.3292682926829267,72.41463414634147,3.4390243902439024,0.15853658536585366,14254.0,1.0512820512820513,2.2777777777777777,0.15853658536585366,1
PRV51585,6,4,2,77080,12846.666666666666,45000,16737.87879830257,6,4,2.6666666666666665,71.5,6.5,0.5,4272.0,1.0,1.5,0.6666666666666666,0
PRV51586,8,6,2,72510,9063.75,33000,10830.100827257862,8,7,5.875,70.0,7.25,0.875,6408.0,1.0,1.1428571428571428,0.75,1
PRV51587,5,0,5,1500,300.0,1000,393.70039370059055,5,5,0.0,65.8,2.8,0.0,0.0,1.0,1.0,0.0,0
PRV51588,10,3,7,58430,5843.0,39000,12349.741382807262,9,7,1.6,66.2,4.5,0.4,3204.0,1.1111111111111112,1.4285714285714286,0.3,0
PRV51590,84,81,3,781380,9302.142857142857,55000,9388.910797065311,82,4,5.238095238095238,74.95238095238095,7.9523809523809526,0.6547619047619048,84372.0,1.024390243902439,21.0,0.9642857142857143,1
PRV51592,3,0,3,30,10.0,30,17.320508075688775,3,1,0.0,71.33333333333333,2.0,0.0,0.0,1.0,3.0,0.0,0
PRV51593,54,12,42,150000,2777.777777777778,29000,6239.614364797207,54,36,2.740740740740741,73.98148148148148,3.462962962962963,0.12962962962962962,12916.0,1.0,1.5,0.2222222222222222,1
PRV51595,24,1,23,14660,610.8333333333334,5000,1114.9221718467,22,9,1.125,77.91666666666667,3.875,0.0,1078.0,1.0909090909090908,2.6666666666666665,0.041666666666666664,0
PRV51596,50,3,47,41830,836.6,17000,2786.4406452296375,50,39,1.18,73.5,3.58,0.04,3484.0,1.0,1.2820512820512822,0.06,0
PRV51598,422,61,361,779530,1847.2274881516587,57000,5699.9507970041905,399,208,1.8744075829383886,74.38388625592417,3.3270142180094786,0.13270142180094788,65200.0,1.0576441102756893,2.0288461538461537,0.14454976303317535,0
PRV51599,5,3,2,16210,3242.0,7000,3220.531012115859,5,3,4.8,78.4,6.0,0.0,3204.0,1.0,1.6666666666666667,0.6,0
PRV51600,109,3,106,36050,330.73394495412845,6000,737.9773488720245,103,9,1.4678899082568808,72.6697247706422,2.706422018348624,0.027522935779816515,3754.0,1.058252427184466,12.11111111111111,0.027522935779816515,0
PRV51601,14,0,14,3690,263.57142857142856,2900,760.4715859037949,14,6,1.4285714285714286,69.78571428571429,2.9285714285714284,0.0,0.0,1.0,2.3333333333333335,0.0,0
PRV51602,39,12,27,77480,1986.6666666666667,11000,3158.9199797710116,38,20,2.051282051282051,76.02564102564102,4.205128205128205,0.20512820512820512,12816.0,1.0263157894736843,1.95,0.3076923076923077,0
PRV51604,329,50,279,697510,2120.091185410334,57000,6736.42793119229,257,3,2.43161094224924,73.50455927051672,3.525835866261398,0.13069908814589665,53622.0,1.2801556420233462,109.66666666666667,0.1519756838905775,1
PRV51605,72,5,67,46990,652.6388888888889,11000,1687.4900046072726,70,6,1.7916666666666667,74.23611111111111,2.7222222222222223,0.06944444444444445,5520.0,1.0285714285714285,12.0,0.06944444444444445,0
PRV51606,46,10,36,66100,1436.9565217391305,13000,2815.0001930650956,45,23,2.130434782608696,73.47826086956522,3.652173913043478,0.13043478260869565,10680.0,1.0222222222222221,2.0,0.21739130434782608,0
PRV51607,15,1,14,15410,1027.3333333333333,14000,3590.2297313416484,15,5,0.6666666666666666,73.26666666666667,2.3333333333333335,0.06666666666666667,60.0,1.0,3.0,0.06666666666666667,0
PRV51608,37,9,28,78140,2111.891891891892,16000,4115.716380087593,37,23,1.837837837837838,72.67567567567568,3.891891891891892,0.13513513513513514,9892.0,1.0,1.608695652173913,0.24324324324324326,0
PRV51609,75,12,63,110790,1477.2,18000,3602.8841899909135,70,46,2.68,74.82666666666667,3.2666666666666666,0.16,11878.0,1.0714285714285714,1.6304347826086956,0.16,0
PRV51610,6,3,3,43150,7191.666666666667,25000,10475.576197358629,6,6,4.666666666666667,76.0,6.333333333333333,0.6666666666666666,3204.0,1.0,1.0,0.5,0
PRV51611,8,0,8,2780,347.5,2300,794.979784109544,8,2,2.5,73.25,1.5,0.0,0.0,1.0,4.0,0.0,0
PRV51612,13,6,7,66770,5136.153846153846,19000,7332.619516541069,13,8,5.538461538461538,76.15384615384616,4.6923076923076925,0.46153846153846156,6408.0,1.0,1.625,0.46153846153846156,0
PRV51613,21,4,17,20450,973.8095238095239,9000,2156.7115620557056,21,15,1.9047619047619047,69.80952380952381,3.2857142857142856,0.09523809523809523,4272.0,1.0,1.4,0.19047619047619047,0
PRV51614,268,148,120,1472150,5493.0970149253735,85000,9580.573417170228,243,67,3.388059701492537,73.88432835820896,5.470149253731344,0.376865671641791,155410.0,1.102880658436214,4.0,0.5522388059701493,1
PRV51616,26,0,26,6120,235.3846153846154,1800,414.8660580884464,26,24,1.5,71.07692307692308,2.230769230769231,0.0,0.0,1.0,1.0833333333333333,0.0,0
PRV51617,22,11,11,111270,5057.727272727273,31000,7744.739493800926,22,10,5.0,80.4090909090909,4.681818181818182,0.22727272727272727,11748.0,1.0,2.2,0.5,0
PRV51618,1,1,0,2000,2000.0,2000,0.0,1,1,2.0,66.0,9.0,1.0,1068.0,1.0,1.0,1.0,0
PRV51619,19,8,11,78150,4113.1578947368425,37000,8503.67832348095,18,9,5.2105263157894735,77.63157894736842,4.368421052631579,0.2631578947368421,7476.0,1.0555555555555556,2.111111111111111,0.42105263157894735,0
PRV51620,8,3,5,21190,2648.75,9000,3513.872253552441,8,4,1.75,76.125,6.125,0.375,3204.0,1.0,2.0,0.375,0
PRV51621,9,0,9,530,58.888888888888886,200,60.91888960832355,9,5,0.0,70.88888888888889,3.111111111111111,0.0,0.0,1.0,1.8,0.0,0
PRV51622,103,9,94,101690,987.2815533980582,13000,2445.8316658342546,94,40,1.3495145631067962,70.30097087378641,3.1262135922330097,0.08737864077669903,9682.0,1.0957446808510638,2.575,0.08737864077669903,0
PRV51623,21,7,14,56350,2683.3333333333335,19000,5209.199874580869,21,15,1.619047619047619,70.52380952380952,4.619047619047619,0.23809523809523808,7476.0,1.0,1.4,0.3333333333333333,0
PRV51624,5,0,5,320,64.0,100,37.815340802378074,5,3,0.2,66.0,2.8,0.0,40.0,1.0,1.6666666666666667,0.0,0
PRV51625,7,4,3,19420,2774.285714285714,5000,2492.77527495532,7,6,1.4285714285714286,75.71428571428571,5.285714285714286,0.2857142857142857,4272.0,1.0,1.1666666666666667,0.5714285714285714,0
PRV51626,9,1,8,36920,4102.222222222223,35000,11589.826117955543,9,8,3.6666666666666665,78.22222222222223,2.6666666666666665,0.2222222222222222,1068.0,1.0,1.125,0.1111111111111111,0
PRV51627,26,3,23,44860,1725.3846153846155,26000,5318.871482387392,26,7,2.923076923076923,75.23076923076923,3.3846153846153846,0.23076923076923078,3204.0,1.0,3.7142857142857144,0.11538461538461539,0
PRV51628,6,2,4,13320,2220.0,8000,3448.988257445943,6,5,1.1666666666666667,77.83333333333333,3.1666666666666665,0.5,2136.0,1.0,1.2,0.3333333333333333,0
PRV51629,22,22,0,213000,9681.818181818182,36000,7972.490580778761,20,10,6.318181818181818,77.0909090909091,7.909090909090909,0.7727272727272727,22428.0,1.1,2.2,1.0,0
PRV51630,5,1,4,1860,372.0,1700,743.4177829457673,5,4,5.0,77.0,3.6,0.2,1068.0,1.0,1.25,0.2,0
PRV51631,6,0,6,1500,250.0,800,324.59205165869355,6,4,1.1666666666666667,83.5,3.0,0.0,0.0,1.0,1.5,0.0,0
PRV51632,26,4,22,26850,1032.6923076923076,8000,1903.4422664053834,25,10,4.346153846153846,75.5,3.269230769230769,0.07692307692307693,4342.0,1.04,2.6,0.15384615384615385,0
PRV51634,119,5,114,71090,597.3949579831933,12000,1827.4760135154613,116,30,0.9915966386554622,73.38655462184875,2.7478991596638656,0.03361344537815126,5620.0,1.0258620689655173,3.966666666666667,0.04201680672268908,0
PRV51635,29,1,28,28120,969.6551724137931,24000,4432.627794273006,29,23,1.3793103448275863,70.62068965517241,2.5172413793103448,0.034482758620689655,1068.0,1.0,1.2608695652173914,0.034482758620689655,0
PRV51636,316,3,313,180020,569.6835443037975,54000,3174.7345687596576,187,9,1.3132911392405062,73.10443037974683,2.588607594936709,0.00949367088607595,3924.0,1.6898395721925135,35.111111111111114,0.00949367088607595,0
PRV51637,34,7,27,43440,1277.6470588235295,19000,3705.740067437992,34,19,2.1470588235294117,77.47058823529412,3.3823529411764706,0.11764705882352941,7576.0,1.0,1.7894736842105263,0.20588235294117646,0
PRV51638,4,2,2,20490,5122.5,11000,4858.26014810515,4,4,2.75,63.75,4.75,0.25,2136.0,1.0,1.0,0.5,0
PRV51639,29,12,17,112520,3880.0,39000,7521.166797778123,29,23,1.8620689655172413,75.17241379310344,5.206896551724138,0.2413793103448276,12816.0,1.0,1.2608695652173914,0.41379310344827586,0
PRV51640,7,3,4,17490,2498.5714285714284,7000,3143.9912455954695,7,6,1.2857142857142858,75.0,4.571428571428571,0.0,3204.0,1.0,1.1666666666666667,0.42857142857142855,0
PRV51641,14,0,14,1700,121.42857142857143,400,138.72258663950888,13,7,0.0,79.07142857142857,3.142857142857143,0.0,90.0,1.0769230769230769,2.0,0.0,0
PRV51642,29,1,28,10460,360.6896551724138,5000,942.2462941384987,25,16,0.7931034482758621,75.06896551724138,2.586206896551724,0.034482758620689655,120.0,1.16,1.8125,0.034482758620689655,0
PRV51644,24,1,23,16490,687.0833333333334,7000,1597.1073829751156,24,9,1.625,71.95833333333333,2.7083333333333335,0.041666666666666664,1178.0,1.0,2.6666666666666665,0.041666666666666664,0
PRV51645,5,0,5,280,56.0,100,51.76871642217914,5,5,5.4,71.4,2.6,0.0,90.0,1.0,1.0,0.0,0
PRV51647,12,6,6,44940,3745.0,17000,5577.6004941845085,12,6,4.416666666666667,77.0,5.75,0.4166666666666667,6408.0,1.0,2.0,0.5,0
PRV51650,24,0,24,13290,553.75,2700,827.6672955807261,23,2,1.5416666666666667,67.91666666666667,2.5833333333333335,0.0,0.0,1.0434782608695652,12.0,0.0,0
PRV51652,64,0,64,17600,275.0,3000,516.5637378272842,49,2,2.59375,72.765625,3.046875,0.0,270.0,1.3061224489795917,32.0,0.0,0
PRV51653,24,0,24,8530,355.4166666666667,3300,708.8016780740433,24,2,2.625,75.58333333333333,2.2916666666666665,0.0,110.0,1.0,12.0,0.0,0
PRV51654,2,0,2,220,110.0,200,127.27922061357856,2,1,2.0,61.0,1.5,0.0,10.0,1.0,2.0,0.0,0
PRV51655,3,0,3,70,23.333333333333332,40,20.816659994661325,3,2,1.6666666666666667,76.66666666666667,6.333333333333333,0.0,40.0,1.0,1.5,0.0,0
PRV51656,23,0,23,4860,211.30434782608697,2000,420.7061633602817,23,1,2.0434782608695654,70.08695652173913,2.5652173913043477,0.0,0.0,1.0,23.0,0.0,0
PRV51657,4,0,4,3760,940.0,3300,1583.161394173064,4,3,0.0,71.25,2.75,0.0,200.0,1.0,1.3333333333333333,0.0,0
PRV51658,5,0,5,1770,354.0,1500,640.6871311334418,5,3,0.0,68.8,3.0,0.0,0.0,1.0,1.6666666666666667,0.0,0
PRV51660,3,0,3,180,60.0,100,45.8257569495584,3,3,0.0,59.0,3.3333333333333335,0.0,30.0,1.0,1.0,0.0,0
PRV51661,134,0,134,47570,355.0,3300,674.8441758318253,89,4,2.253731343283582,73.20149253731343,3.1492537313432836,0.007462686567164179,570.0,1.5056179775280898,33.5,0.0,0
PRV51664,10,0,10,790,79.0,300,84.12292592787455,10,7,0.0,73.3,2.5,0.0,50.0,1.0,1.4285714285714286,0.0,0
PRV51665,15,0,15,3810,254.0,2100,521.1498276476188,15,2,1.8666666666666667,76.13333333333334,2.466666666666667,0.0,40.0,1.0,7.5,0.0,0
PRV51666,1,0,1,50,50.0,50,0.0,1,1,0.0,49.0,3.0,0.0,0.0,1.0,1.0,0.0,0
PRV51668,38,0,38,9020,237.3684210526316,2500,410.9822394434826,27,7,0.21052631578947367,77.6842105263158,2.9210526315789473,0.0,110.0,1.4074074074074074,5.428571428571429,0.0,0
PRV51669,76,0,76,21060,277.10526315789474,3300,510.956790839757,74,29,2.6184210526315788,72.39473684210526,2.513157894736842,0.0,320.0,1.027027027027027,2.6206896551724137,0.0,0
PRV51670,436,1,435,122850,281.76605504587155,6000,656.4613252741729,286,72,1.3188073394495412,75.14220183486239,2.8555045871559632,0.0045871559633027525,2318.0,1.5244755244755244,6.055555555555555,0.0022935779816513763,0
PRV51671,39,0,39,8490,217.69230769230768,1400,338.05528618588204,39,14,0.717948717948718,73.74358974358974,2.5384615384615383,0.0,100.0,1.0,2.7857142857142856,0.0,0
PRV51672,6,0,6,2270,378.3333333333333,1800,713.1175686145074,6,3,0.16666666666666666,68.33333333333333,4.333333333333333,0.0,0.0,1.0,2.0,0.0,0
PRV51673,183,0,183,51180,279.672131147541,3300,531.8306572164896,77,1,1.0437158469945356,72.95628415300547,2.480874316939891,0.0,680.0,2.3766233766233764,183.0,0.0,0
PRV51674,4,0,4,1400,350.0,800,367.7861697599118,4,2,0.0,78.75,4.75,0.0,0.0,1.0,2.0,0.0,0
PRV51675,28,0,28,7690,274.64285714285717,1700,474.977443073428,28,9,1.3571428571428572,70.14285714285714,2.5357142857142856,0.0,100.0,1.0,3.111111111111111,0.0,0
PRV51676,138,3,135,91920,666.0869565217391,35000,3133.21956911669,126,22,1.434782608695652,74.42753623188406,2.8043478260869565,0.021739130434782608,3724.0,1.0952380952380953,6.2727272727272725,0.021739130434782608,0
PRV51678,66,0,66,25540,386.969696969697,3300,649.3617450933464,64,23,1.3484848484848484,74.18181818181819,2.6666666666666665,0.0,310.0,1.03125,2.869565217391304,0.0,0
PRV51679,38,2,36,39420,1037.3684210526317,25000,4089.331990786234,16,7,1.5263157894736843,76.97368421052632,2.736842105263158,0.05263157894736842,2206.0,2.375,5.428571428571429,0.05263157894736842,0
PRV51681,26,1,25,69130,2658.846153846154,51000,9986.472180674447,26,9,2.0384615384615383,70.84615384615384,2.769230769230769,0.07692307692307693,1068.0,1.0,2.888888888888889,0.038461538461538464,0
PRV51682,16,0,16,9110,569.375,6200,1515.5349715529496,16,7,1.625,79.8125,2.1875,0.0,0.0,1.0,2.2857142857142856,0.0,0
PRV51685,55,0,55,11830,215.0909090909091,2500,474.7821049050261,40,4,0.32727272727272727,74.52727272727273,2.5454545454545454,0.0,80.0,1.375,13.75,0.0,0
PRV51687,10,0,10,2530,253.0,1500,452.5986694142566,6,4,2.1,71.9,3.6,0.0,100.0,1.6666666666666667,2.5,0.0,0
PRV51688,9,2,7,22660,2517.777777777778,18000,5948.581296783666,9,5,0.6666666666666666,72.11111111111111,3.2222222222222223,0.0,2136.0,1.0,1.8,0.2222222222222222,0
PRV51689,1,0,1,1700,1700.0,1700,0.0,1,1,0.0,67.0,2.0,0.0,0.0,1.0,1.0,0.0,0
PRV51690,255,7,248,125280,491.29411764705884,11000,1354.3390068360661,221,27,1.5607843137254902,74.85882352941177,2.788235294117647,0.0196078431372549,7816.0,1.1538461538461537,9.444444444444445,0.027450980392156862,0
PRV51691,88,0,88,26790,304.4318181818182,3300,610.2550022012099,49,4,1.2727272727272727,72.26136363636364,2.6136363636363638,0.0,180.0,1.7959183673469388,22.0,0.0,0
PRV51692,11,0,11,970,88.18181818181819,200,75.34164609539425,11,1,0.09090909090909091,71.54545454545455,3.6363636363636362,0.0,0.0,1.0,11.0,0.0,0
PRV51693,113,0,113,21100,186.72566371681415,3300,406.01161682420775,51,1,0.911504424778761,74.15929203539822,2.424778761061947,0.0,380.0,2.215686274509804,113.0,0.0,0
PRV51694,26,0,26,5940,228.46153846153845,1100,302.8490357612823,21,1,0.038461538461538464,69.92307692307692,1.8846153846153846,0.0,70.0,1.2380952380952381,26.0,0.0,0
PRV51695,429,0,429,113180,263.8228438228438,3300,542.4066536171505,177,1,1.393939393939394,71.68997668997669,2.5524475524475525,0.0,1270.0,2.4237288135593222,429.0,0.0,0
PRV51696,9,0,9,730,81.11111111111111,300,101.0500426081608,9,3,0.7777777777777778,67.66666666666667,1.7777777777777777,0.0,0.0,1.0,3.0,0.0,0
PRV51697,63,0,63,21600,342.85714285714283,2300,571.5582226189366,54,2,2.253968253968254,74.17460317460318,2.9682539682539684,0.0,380.0,1.1666666666666667,31.5,0.0,0
PRV51698,13,0,13,1910,146.92307692307693,700,230.7012720447742,13,2,1.6923076923076923,72.0,2.076923076923077,0.0,0.0,1.0,6.5,0.0,0
PRV51699,209,0,209,53760,257.2248803827751,3300,503.2652536504349,131,1,1.2535885167464116,72.35406698564593,2.736842105263158,0.004784688995215311,1020.0,1.5954198473282444,209.0,0.0,0
PRV51702,10,0,10,3230,323.0,2300,707.9869741425724,10,4,0.0,70.3,1.7,0.0,80.0,1.0,2.5,0.0,0
PRV51703,2,0,2,80,40.0,60,28.284271247461902,2,2,0.0,69.5,3.5,0.0,0.0,1.0,1.0,0.0,0
PRV51704,1,0,1,600,600.0,600,0.0,1,1,0.0,67.0,1.0,0.0,0.0,1.0,1.0,0.0,0
PRV51705,1,0,1,400,400.0,400,0.0,1,1,0.0,79.0,3.0,0.0,0.0,1.0,1.0,0.0,0
PRV51706,2,0,2,330,165.0,300,190.91883092036784,2,1,0.0,79.5,3.0,0.0,0.0,1.0,2.0,0.0,0
PRV51707,12,0,12,270,22.5,40,14.222261679238196,12,1,1.6666666666666667,75.91666666666667,2.25,0.0,40.0,1.0,12.0,0.0,0
PRV51708,4,0,4,410,102.5,200,77.62087348130012,4,3,0.0,82.0,2.25,0.0,50.0,1.0,1.3333333333333333,0.0,0
PRV51709,10,0,10,1610,161.0,1000,307.9484083774784,10,9,0.0,70.7,2.5,0.0,0.0,1.0,1.1111111111111112,0.0,0
PRV51710,17,14,3,121080,7122.35294117647,37000,8568.21490262978,17,11,3.3529411764705883,77.05882352941177,6.764705882352941,0.5882352941176471,15032.0,1.0,1.5454545454545454,0.8235294117647058,0
PRV51711,1,1,0,4000,4000.0,4000,0.0,1,1,3.0,66.0,6.0,0.0,1068.0,1.0,1.0,1.0,0
PRV51712,3,0,3,860,286.6666666666667,800,444.5597072760118,3,1,4.333333333333333,79.0,2.3333333333333335,0.0,0.0,1.0,3.0,0.0,0
PRV51713,13,0,13,1380,106.15384615384616,500,155.96679462514135,13,2,0.3076923076923077,72.07692307692308,2.3846153846153846,0.0,50.0,1.0,6.5,0.0,0
PRV51715,12,3,9,67340,5611.666666666667,38000,11585.93334674214,12,6,1.3333333333333333,74.58333333333333,4.083333333333333,0.3333333333333333,3204.0,1.0,2.0,0.25,0
PRV51716,82,0,82,23030,280.8536585365854,2100,485.93857565276454,64,3,0.6707317073170732,73.8048780487805,2.341463414634146,0.0,110.0,1.28125,27.333333333333332,0.0,0
PRV51718,8,0,8,2170,271.25,1000,378.1321575473694,8,2,2.5,83.0,2.25,0.0,0.0,1.0,4.0,0.0,0
PRV51719,4,0,4,4740,1185.0,2400,1290.310040261642,4,3,5.25,72.75,2.75,0.0,0.0,1.0,1.3333333333333333,0.0,0
PRV51720,4,0,4,720,180.0,400,200.66555924389883,4,1,0.0,74.25,2.25,0.0,0.0,1.0,4.0,0.0,0
PRV51721,5,0,5,680,136.0,200,90.1665126307988,5,2,0.4,83.6,4.0,0.0,0.0,1.0,2.5,0.0,0
PRV51722,1,0,1,30,30.0,30,0.0,1,1,0.0,70.0,0.0,0.0,0.0,1.0,1.0,0.0,0
PRV51723,16,0,16,5340,333.75,3300,801.3977372898761,16,3,1.25,76.1875,1.8125,0.0,100.0,1.0,5.333333333333333,0.0,0
PRV51724,6,0,6,2480,413.3333333333333,1400,521.5234095097426,6,1,3.3333333333333335,68.5,2.5,0.0,0.0,1.0,6.0,0.0,0
PRV51725,4,0,4,190,47.5,70,22.173557826083453,4,3,0.0,73.25,2.5,0.0,80.0,1.0,1.3333333333333333,0.0,0
PRV51726,21,0,21,6790,323.3333333333333,2900,643.0033696127365,21,2,3.0952380952380953,71.9047619047619,3.4285714285714284,0.0,0.0,1.0,10.5,0.0,0
PRV51727,3,0,3,1950,650.0,1000,522.0153254455275,3,1,0.0,52.666666666666664,1.6666666666666667,0.0,0.0,1.0,3.0,0.0,0
PRV51729,19,0,19,3740,196.8421052631579,800,233.14403348762156,19,3,0.5789473684210527,77.21052631578948,3.473684210526316,0.0,0.0,1.0,6.333333333333333,0.0,0
PRV51731,38,0,38,8720,229.47368421052633,2200,411.1286204243213,38,3,1.8421052631578947,71.6842105263158,2.6578947368421053,0.0,230.0,1.0,12.666666666666666,0.0,0
PRV51732,12,0,12,6960,580.0,3300,979.2947369501084,12,2,2.0833333333333335,71.08333333333333,2.75,0.0,60.0,1.0,6.0,0.0,0
PRV51733,2,0,2,70,35.0,60,35.35533905932738,2,1,0.0,73.0,2.0,0.0,0.0,1.0,2.0,0.0,0
PRV51734,20,0,20,7900,395.0,2500,723.8820782129467,20,1,1.0,78.0,1.7,0.0,30.0,1.0,20.0,0.0,0
PRV51735,4,0,4,350,87.5,200,83.01606270274848,4,1,0.0,75.75,2.75,0.0,0.0,1.0,4.0,0.0,0
PRV51736,21,0,21,5620,267.6190476190476,1600,446.753900507928,21,2,0.0,78.38095238095238,2.1904761904761907,0.0,0.0,1.0,10.5,0.0,0
PRV51737,152,0,152,50300,330.92105263157896,3300,598.9641779282535,106,4,1.3157894736842106,72.65789473684211,2.723684210526316,0.0,380.0,1.4339622641509433,38.0,0.0,0
PRV51738,16,0,16,850,53.125,100,28.217902119044922,14,2,0.6875,75.5625,2.8125,0.0,0.0,1.1428571428571428,8.0,0.0,0
PRV51739,74,0,74,13700,185.13513513513513,1300,296.08515640690604,72,6,0.5135135135135135,72.91891891891892,2.2432432432432434,0.0,110.0,1.0277777777777777,12.333333333333334,0.0,0
PRV51740,57,0,57,14010,245.78947368421052,2800,482.4526156171085,51,3,1.9473684210526316,73.42105263157895,2.543859649122807,0.0,350.0,1.1176470588235294,19.0,0.0,0
PRV51741,35,0,35,5190,148.28571428571428,800,200.78501400438103,34,2,2.057142857142857,73.28571428571429,2.657142857142857,0.0,0.0,1.0294117647058822,17.5,0.0,0
PRV51742,13,0,13,2830,217.69230769230768,1900,509.13576850308874,13,4,1.6153846153846154,81.23076923076923,3.3846153846153846,0.0,50.0,1.0,3.25,0.0,0
PRV51743,118,0,118,29380,248.98305084745763,3300,525.5056821124708,115,1,0.4491525423728814,73.32203389830508,2.3220338983050848,0.0,390.0,1.0260869565217392,118.0,0.0,0
PRV51744,5,0,5,660,132.0,300,116.06032913963324,5,1,0.6,75.0,3.6,0.0,0.0,1.0,5.0,0.0,0
PRV51745,13,0,13,2290,176.15384615384616,800,207.02409125262295,12,3,0.3076923076923077,74.92307692307692,2.6153846153846154,0.0,200.0,1.0833333333333333,4.333333333333333,0.0,0
PRV51746,26,0,26,10490,403.46153846153845,3100,763.9263959711947,25,3,2.576923076923077,73.88461538461539,3.0384615384615383,0.0,0.0,1.04,8.666666666666666,0.0,0
PRV51747,4,0,4,1500,375.0,500,189.29694486000912,4,1,0.0,65.75,3.25,0.0,0.0,1.0,4.0,0.0,0
PRV51748,18,0,18,8060,447.77777777777777,3300,956.0984170086969,18,1,1.6111111111111112,74.0,2.611111111111111,0.0,0.0,1.0,18.0,0.0,0
PRV51749,6,0,6,2780,463.3333333333333,2200,856.0996826694113,6,2,3.3333333333333335,71.83333333333333,1.5,0.0,80.0,1.0,3.0,0.0,0
PRV51750,3,0,3,1600,533.3333333333334,1100,513.1601439446883,3,1,0.0,78.0,5.0,0.0,80.0,1.0,3.0,0.0,0
PRV51751,2,0,2,900,450.0,500,70.71067811865476,2,2,3.5,75.5,2.0,0.0,0.0,1.0,1.0,0.0,0
PRV51752,87,0,87,32740,376.32183908045977,3300,755.6594454784274,69,3,1.9425287356321839,73.03448275862068,2.4597701149425286,0.0,150.0,1.2608695652173914,29.0,0.0,0
PRV51753,4,0,4,1210,302.5,700,291.0183270288431,4,1,5.25,75.5,3.0,0.0,0.0,1.0,4.0,0.0,0
PRV51754,9,0,9,2120,235.55555555555554,1000,340.59180521230655,9,1,0.0,69.22222222222223,2.5555555555555554,0.0,0.0,1.0,9.0,0.0,0
PRV51755,6,0,6,590,98.33333333333333,200,54.55883674224247,6,1,3.3333333333333335,70.0,2.0,0.0,0.0,1.0,6.0,0.0,0
